StationID,TimeStamp,sound@var,sound@power,sound@skew,sound@kurt,sound@abs_max,sound@abs_mean,sound@abs_max_top5p,sound@abs_max_top10p,sound@energy_sstd,sound@energy_smax,sound@s_zero_rate,sound@s_zero_rate_max,sound@power_0_5,sound@power_5_10,sound@power_10_15,sound@power_15_20,sound@power_20_25,sound@power_25_30,sound@power_30_35,sound@power_35_40,sound@power_40_60,sound@power_140_160,sound@power_other,sound@frequency_center,sound@mean_square_frequency,sound@variance_frequency,sound@frequency_entropy,sound@level4d_abs_mean,sound@level4d_energy,sound@level4d_energy_smax,sound@level4d_energy_sstd,sound@level5d_abs_mean,sound@level5d_energy,sound@level5d_energy_smax,sound@level5d_energy_sstd,sound@level6a_abs_mean,sound@level6a_energy,sound@level6a_energy_smax,sound@level6a_energy_sstd,sound@level6d_abs_mean,sound@level6d_energy,sound@level6d_energy_smax,sound@level6d_energy_sstd,sound@mean
355,1687622400,1.5624758199999998e-05,1.56247593e-05,-0.0066140237800000005,0.01619490525,0.0165339421,0.003151491819999999,0.0065019744700000005,0.0050648531699999996,1.1797787099999998e-06,1.0457170199999998e-05,2.92657345,11.5,1.11856025e-06,1.32660236e-06,7.76971379e-07,5.34665242e-07,4.3313574300000004e-07,3.4795425499999997e-07,2.86904614e-07,2.63078172e-07,5.82859115e-07,1.3453270100000003e-07,2.00708367e-06,85.1682062,46.039638,2.74904574e-10,9.197532149999999,0.00124909462,0.07544273230000001,2.98423841e-06,4.96147217e-07,0.0012447502800000002,0.0748262796,2.98423841e-06,4.96147217e-07,0.000862768469,0.036952549900000006,2.98423841e-06,4.96147217e-07,0.00122529423,0.0728274721,2.98423841e-06,4.96147217e-07,2.45666561126709
355,1687623000,1.56593324e-05,1.5659339e-05,-0.009437659750000002,0.006676262430000001,0.0163447409,0.0031554552099999993,0.006502677699999999,0.00506447463,1.15686273e-06,1.020572085e-05,2.8129371100000005,10.4,1.13258014e-06,1.36900768e-06,7.568726239999999e-07,5.468579809999999e-07,4.34800716e-07,3.3924373399999995e-07,2.99505912e-07,2.51600333e-07,5.69235013e-07,1.3549808900000002e-07,1.99443654e-06,84.9233915,45.6380528,2.7718206899999994e-10,9.19490955,0.00124524617,0.075381222,2.9840272e-06,5.10319751e-07,0.00124674416,0.0756793181,2.9840272e-06,5.10319751e-07,0.000878300062,0.038246889299999996,2.9840272e-06,5.10319751e-07,0.00122579768,0.0732096089,2.9840272e-06,5.10319751e-07,2.4566224813461304
355,1687623600,1.54104556e-05,1.54104578e-05,-0.0029112956,-0.008774641849999999,0.015754458699999998,0.0031332314100000003,0.006451195179999999,0.005029646130000001,1.144518326e-06,1.0309460049999998e-05,2.51748255,9.7,1.1297734900000002e-06,1.2812277800000003e-06,7.49372465e-07,5.35971291e-07,4.1345684600000004e-07,3.4807580999999997e-07,3.0368188500000004e-07,2.58041402e-07,5.539042319999999e-07,1.3486875699999998e-07,1.99683405e-06,85.413153,46.2761084,2.70802846e-10,9.198442500000002,0.00122990742,0.07364502939999998,2.9124369499999994e-06,4.7279346699999996e-07,0.00123127895,0.07340960469999999,2.9124369499999994e-06,4.7279346699999996e-07,0.000860905775,0.0369058502,2.9124369499999994e-06,4.7279346699999996e-07,0.0012040994,0.07120766599999999,2.9124369499999994e-06,4.7279346699999996e-07,2.4566518306732177
355,1687624200,1.5606932549999996e-05,1.5606938049999998e-05,0.012188192350999999,0.0048267781000000025,0.016446829399999998,0.00315254028,0.0064981312900000004,0.00504343248,1.1249411300000001e-06,9.724446050000001e-06,2.76748252,10.2,1.1121990799999998e-06,1.34708283e-06,7.79508656e-07,5.42904075e-07,4.165205379999999e-07,3.5338406500000003e-07,2.886984810000001e-07,2.53164748e-07,5.741822249999999e-07,1.36077367e-07,1.99969767e-06,85.1685559,45.98014,2.7509045999999996e-10,9.19785105,0.00124506061,0.07521523869999999,2.7781029800000004e-06,4.5055641899999996e-07,0.00125226436,0.0761993329,2.7781029800000004e-06,4.5055641899999996e-07,0.000838765327,0.0345468864,2.7781029800000004e-06,4.5055641899999996e-07,0.0012416204999999999,0.0747022181,2.7781029800000004e-06,4.5055641899999996e-07,2.456624960899353
355,1687624800,1.55459847e-05,1.5545987499999996e-05,0.014576401709999997,0.0194732288,0.0162492472,0.0031405365300000002,0.00651548174,0.00505573952,1.1218398e-06,1.03512698e-05,2.91433571,10.3,1.0829324900000002e-06,1.3583671400000002e-06,7.72755919e-07,5.439638719999999e-07,4.18160927e-07,3.54039897e-07,2.9290564800000004e-07,2.47608605e-07,5.71150954e-07,1.36055811e-07,1.9950135599999996e-06,85.23547249999999,46.04251359999999,2.73640459e-10,9.1984295,0.00124463416,0.07470363449999999,2.6203448e-06,4.4336082399999994e-07,0.0012469286299999999,0.0754052866,2.6203448e-06,4.4336082399999994e-07,0.000846349091,0.0349108485,2.6203448e-06,4.4336082399999994e-07,0.0012398304900000001,0.0746643164,2.6203448e-06,4.4336082399999994e-07,2.4566346168518067
355,1687625400,1.55672423e-05,1.55672464e-05,-0.0005904327199999995,-0.023313582740000005,0.01566638085,0.0031514972099999997,0.00649665229,0.005072672589999999,1.08041427e-06,9.729951350000002e-06,2.85489515,9.7,1.095910653e-06,1.33045912e-06,7.790172069999999e-07,5.418895309999999e-07,4.19626003e-07,3.50084607e-07,2.9794877100000003e-07,2.5906496600000006e-07,5.760446769999999e-07,1.3615643500000003e-07,1.9973740900000004e-06,85.24943300000001,46.13514000000001,2.74019262e-10,9.197802050000002,0.00123516867,0.0745141701,2.22277557e-06,4.2229494000000003e-07,0.0012557089800000003,0.07640287679999999,2.22277557e-06,4.2229494000000003e-07,0.000854565324,0.0352810953,2.22277557e-06,4.2229494000000003e-07,0.00122391326,0.07262289229999999,2.22277557e-06,4.2229494000000003e-07,2.45662899017334
355,1687626000,1.55165291e-05,1.5516532149999998e-05,-0.013366940994999998,0.006682766160000001,0.015900255500000002,0.00314199239,0.00646298983,0.0050262821299999995,1.10974738e-06,9.92170035e-06,2.68356644,10.4,1.12162668e-06,1.32961637e-06,7.51303999e-07,5.30138425e-07,4.31028286e-07,3.4439239099999997e-07,2.9464121899999997e-07,2.57851126e-07,5.648258410000001e-07,1.35517104e-07,1.99728301e-06,85.2109957,46.0767965,2.72740785e-10,9.198260350000002,0.00123938727,0.074363613,2.68335234e-06,4.73077993e-07,0.0012201608,0.072603366,2.68335234e-06,4.73077993e-07,0.0008665472069999999,0.036814398400000004,2.68335234e-06,4.73077993e-07,0.00124471897,0.07456311219999999,2.68335234e-06,4.73077993e-07,2.4566206455230715
355,1687626600,1.5581906500000002e-05,1.5581910949999998e-05,0.001026884670000001,-0.0158360879,0.0156948568,0.00315051877,0.00649579415,0.005070182269999999,1.10378356e-06,9.7831822e-06,2.86713287,10.0,1.118544e-06,1.31945163e-06,7.55135366e-07,5.537783590000001e-07,4.299519009999999e-07,3.4605985900000003e-07,2.94237212e-07,2.5579924200000006e-07,5.73260186e-07,1.35894282e-07,2.0088241200000004e-06,85.0976,46.1060381,2.7362528900000003e-10,9.1985271,0.0012484671700000003,0.0755414612,2.7957453e-06,4.7351353799999987e-07,0.00122354157,0.07278942670000002,2.7957453e-06,4.7351353799999987e-07,0.0008819676499999998,0.0379125372,2.7957453e-06,4.7351353799999987e-07,0.00121194224,0.07258534350000001,2.7957453e-06,4.7351353799999987e-07,2.4566340684890746
355,1687627200,1.5473102350000002e-05,1.5473105099999998e-05,-0.0053894346199999995,0.001210391070000001,0.01560658755,0.003138434,0.0064727814199999996,0.005048628040000001,1.06297707e-06,9.6684253e-06,2.7062937400000004,9.5,1.105944837e-06,1.3125980999999998e-06,7.71957133e-07,5.35197134e-07,4.25081473e-07,3.44164353e-07,2.80344334e-07,2.5186271999999995e-07,5.68410339e-07,1.33077841e-07,2.00788524e-06,85.32677509999999,46.231921299999996,2.71204165e-10,9.199934250000002,0.0012321738,0.073718027,2.6580567899999998e-06,4.934659109999999e-07,0.00122830443,0.07326899070000001,2.6580567899999998e-06,4.934659109999999e-07,0.0008741418169999999,0.0378883534,2.6580567899999998e-06,4.934659109999999e-07,0.00121006823,0.071511784,2.6580567899999998e-06,4.934659109999999e-07,2.4566298484802247
355,1687627800,1.5476007399999998e-05,1.54760121e-05,0.0032621606799999995,-0.00571193208,0.01572108475,0.00313868555,0.006488071129999999,0.0050487135,1.11423462e-06,9.9210088e-06,2.55244755,10.7,1.08781608e-06,1.3676161900000001e-06,7.471784140000002e-07,5.51298968e-07,4.266685040000001e-07,3.36321817e-07,2.93737612e-07,2.46185267e-07,5.63262613e-07,1.3573177e-07,1.98216707e-06,85.2145758,46.0072856,2.7209181000000004e-10,9.1989292,0.00124429942,0.07490170830000001,2.6724666099999996e-06,4.836358759999999e-07,0.0012419743,0.0752067434,2.6724666099999996e-06,4.836358759999999e-07,0.0008512292919999999,0.0361453233,2.6724666099999996e-06,4.836358759999999e-07,0.00122356471,0.072454714,2.6724666099999996e-06,4.836358759999999e-07,2.4566426992416384
