StationID,TimeStamp,magn@var,magn@power,magn@skew,magn@kurt,magn@abs_max,magn@abs_mean,magn@abs_max_top5p,magn@abs_max_top10p,magn@energy_sstd,magn@energy_smax,magn@power_0_5,magn@power_5_10,magn@power_10_15,magn@power_15_20,magn@power_20_25,magn@power_25_30,magn@power_30_35,magn@power_35_40,magn@power_40_60,magn@power_140_160,magn@power_other,magn@frequency_center,magn@mean_square_frequency,magn@variance_frequency,magn@frequency_entropy,magn@level4d_abs_mean,magn@level4d_energy,magn@level4d_energy_smax,magn@level4d_energy_sstd,magn@level5d_abs_mean,magn@level5d_energy,magn@level5d_energy_smax,magn@level5d_energy_sstd,magn@level6a_abs_mean,magn@level6a_energy,magn@level6a_energy_smax,magn@level6a_energy_sstd,magn@level6d_abs_mean,magn@level6d_energy,magn@level6d_energy_smax,magn@level6d_energy_sstd,magn@ulf_abs_mean,magn@ulf_var,magn@ulf_power,magn@ulf_skew,magn@ulf_kurt,magn@ulf_abs_max,magn@ulf_abs_max_top5p,magn@ulf_abs_max_top10p,magn@ulf_energy_sstd,magn@ulf_energy_smax
113,1685203200,0.0008978408970000001,0.001019377689,0.01098520962,-1.3037531000000002,0.049276504,0.027441713599999994,0.0347260605,0.0282008606,1.2560949000000001e-05,0.00044417059200000004,0.00012157245309999999,3.7020968600000003e-09,5.80496673e-09,7.57164512e-09,9.88276356e-09,1.5012718200000003e-08,2.8629803699999998e-08,7.353235760000001e-08,2.197242577e-05,0.00042442038800000003,2.3283209699999994e-06,111.77079900000001,113.9839295,3.78016918e-08,7.1998517400000015,0.0005205213420000001,0.012741677299999999,5.37027224e-05,2.04970099e-06,0.00022008245999999998,0.00256454588,5.37027224e-05,2.04970099e-06,0.01105310955,3.6785550900000006,5.37027224e-05,2.04970099e-06,0.00014099351150000003,0.0525653951,5.37027224e-05,2.04970099e-06,0.01102233715,1.4333604e-07,0.0001216358786,0.020302642739999998,0.14116477012,-0.009534643450000001,-0.0103989329,-0.01054256835,2.0233019300000006e-06,5.28258409e-05
113,1685203800,0.000906867955,0.0010285244959999998,0.054797862100000004,-1.0595365019999998,0.0537016396,0.0270387319,0.0395262057,0.028650874599999997,2.5615271100000004e-05,0.00048467578199999997,0.0001216944798,3.77253192e-09,6.38222621e-09,7.21673283e-09,9.897262750000001e-09,1.78687209e-08,2.20290765e-08,9.02351505e-08,6.6975963e-05,0.00038364552699999996,2.6086927499999994e-06,110.1186994,106.936807,3.8051882699999996e-08,7.32237293,0.000527538612,0.0133114587,5.42906951e-05,2.11836824e-06,0.00036056710200000003,0.00654384456,5.42906951e-05,2.11836824e-06,0.011050669500000002,3.6673390600000007,5.42906951e-05,2.11836824e-06,0.00012962258550000002,0.03675371473,5.42906951e-05,2.11836824e-06,0.01103035565,1.5050419900000002e-07,0.00012181940550000001,0.0005996191100000091,0.15731869040000002,-0.0094162134,-0.010393352149999998,-0.0105377839,2.10928327e-06,5.37472764e-05
113,1685204400,0.00132381103,0.00144513828,0.0378305032,-0.767638999,0.0665270309,0.031109806499999997,0.05235159859999999,0.0397512135,3.2059458500000003e-05,0.000652273594,0.0001213650745,5.1798655200000005e-09,7.078234489999999e-09,8.37417085e-09,1.160755865e-08,1.759069935e-08,2.3046827499999997e-08,8.700403100000001e-08,0.0002630381596,0.000396571098,2.0936917199999996e-06,102.956981,93.54365750000001,5.18329806e-08,7.09670232,0.000608894138,0.0170941356,5.617763740000001e-05,2.18604012e-06,0.000741481887,0.023624815200000003,5.617763740000001e-05,2.18604012e-06,0.01107204015,3.7258000800000004,5.617763740000001e-05,2.18604012e-06,0.00017318884000000001,0.10723671078,5.617763740000001e-05,2.18604012e-06,0.011015468650000002,1.39974195e-07,0.000121480991,0.02266702525,0.12679417789999997,-0.0095129341,-0.01039981735,-0.0105405207,2.0608392999999997e-06,5.31636043e-05
113,1685205000,0.001039063804,0.00116028756,0.070498226,-0.6087772570000001,0.0624394063,0.0276816314,0.0479639632,0.034763560900000004,2.1524344199999997e-05,0.00052997345,0.00012125633059999999,4.43745396e-09,7.02871644e-09,8.92843525e-09,1.2811782e-08,2.0799193750000005e-08,3.4115403999999995e-08,1.0728565520000001e-07,0.0001559005806,0.000360949861,2.43955292e-06,102.2418471,97.52685079999999,4.2413084299999996e-08,7.218248220000001,0.000563775562,0.0153766397,5.44213009e-05,1.9568365399999996e-06,0.000574614257,0.0144609254,5.44213009e-05,1.9568365399999996e-06,0.011046354400000001,3.6815523299999997,5.44213009e-05,1.9568365399999996e-06,0.0001489022642,0.0674607193,5.44213009e-05,1.9568365399999996e-06,0.01101091405,1.46865594e-07,0.00012138787960000001,0.03570813544,0.0962391546,-0.0094334272,-0.0103811701,-0.01052243415,1.8803156100000001e-06,5.2732933299999996e-05
113,1685205600,0.00128573493,0.0014074122299999998,0.0441601531,-0.75939251,0.0654394992,0.0307253684,0.0514140696,0.03945120519999999,2.68013264e-05,0.00062886166,0.00012171550659999998,5.383741750000001e-09,7.49443812e-09,8.69020919e-09,1.2533615e-08,1.9671907899999998e-08,2.70814295e-08,9.46130141e-08,0.000279155701,0.00036129554300000003,2.19386129e-06,100.7590305,90.3197986,5.0614312300000004e-08,7.104882880000001,0.000609588399,0.0172103786,5.4624996e-05,2.1174455999999997e-06,0.000763712224,0.025212843000000002,5.4624996e-05,2.1174455999999997e-06,0.011078019350000001,3.7126037100000007,5.4624996e-05,2.1174455999999997e-06,0.00016438184700000001,0.0844026842,5.4624996e-05,2.1174455999999997e-06,0.0110317475,1.450248045e-07,0.00012184494509999999,0.06770003259999999,0.2226533822,-0.0093848689,-0.01040140525,-0.0105444295,2.0473703799999998e-06,5.3213479e-05
113,1685206200,0.00117907259,0.0013000184299999998,0.029458394530000005,-0.9082094700000001,0.0612393701,0.029706078400000002,0.047101438,0.03600109890000001,3.0786319199999995e-05,0.0005882253,0.00012098066590000001,4.0494072900000005e-09,6.148139269999999e-09,7.06895055e-09,9.29064362e-09,1.4549029900000001e-08,1.76903766e-08,7.3468939e-08,0.00021106705,0.000375805994,2.49166043e-06,104.6265415,94.91837890000001,4.7058171500000004e-08,7.124085310000001,0.0005783800389999999,0.015418868799999999,5.3021154100000006e-05,1.97835678e-06,0.000668495645,0.019134442600000003,5.3021154100000006e-05,1.97835678e-06,0.0110188609,3.6453441199999994,5.3021154100000006e-05,1.97835678e-06,0.00013396417140000002,0.03763242093,5.3021154100000006e-05,1.97835678e-06,0.0110003145,1.3311973499999998e-07,0.00012114073049999999,0.03714028781,0.24301307154299998,-0.009419271500000001,-0.0103958768,-0.01053277025,1.962576e-06,5.299056770000001e-05
113,1685206800,0.0011615178799999999,0.0012822096,0.052641847799999995,-0.7610228299999999,0.06663953310000001,0.029235919800000003,0.0491639998,0.0364511132,2.39321018e-05,0.000602308578,0.000120727995,4.64861403e-09,6.464486730000002e-09,9.039849460000001e-09,1.061312801e-08,1.66734716e-08,1.9071722000000004e-08,8.125809560000001e-08,0.000198027981,0.000379966383,2.57847713e-06,101.7579643,96.086692,4.64963297e-08,7.15740377,0.000575675047,0.0154162748,5.4280982299999996e-05,2.03319451e-06,0.0006482194710000001,0.0178535052,5.4280982299999996e-05,2.03319451e-06,0.01101578175,3.66352739,5.4280982299999996e-05,2.03319451e-06,0.000161999408,0.07451299390000002,5.4280982299999996e-05,2.03319451e-06,0.01098612365,1.43076816e-07,0.00012083852440000001,-0.035927435099999995,0.524330355,-0.00919868985,-0.010366675949999998,-0.0105085263,2.00366893e-06,5.37205023e-05
113,1685207400,0.0012483678499999999,0.0013692807199999998,0.0673238129,-0.45676003299999995,0.06866459750000001,0.0297042307,0.054901676999999996,0.0407262427,2.54794313e-05,0.000613402285,0.0001209490481,5.633128840000001e-09,7.4069910399999995e-09,8.570787219999999e-09,1.160909735e-08,1.53995896e-08,1.88587452e-08,7.887751649999999e-08,0.000219939471,0.000401595144,2.46173583e-06,106.5830156,96.1471363,4.9334998500000006e-08,7.111149589999999,0.0005860767780000001,0.0163142712,5.55762031e-05,2.0924870900000003e-06,0.000686052674,0.019860658899999998,5.55762031e-05,2.0924870900000003e-06,0.0110408268,3.69241623,5.55762031e-05,2.0924870900000003e-06,0.000167049678,0.08934164465,5.55762031e-05,2.0924870900000003e-06,0.0109962103,1.3538632e-07,0.000121052391,0.019981449329999998,0.06545505879999998,-0.0095996569,-0.0103912702,-0.010525828099999999,1.9992153e-06,5.2991701900000003e-05
113,1685208000,0.000736971307,0.000858486874,-0.015990862260000002,-1.106092162,0.04653892059999999,0.0245595884,0.0313134559,0.025613281999999998,2.3190699709999996e-05,0.000395913473,0.00012162690390000002,4.317488010000001e-09,5.951001020000001e-09,6.897942219999999e-09,1.0010532550000002e-08,1.4757185649999998e-08,1.958788535e-08,8.363876200000001e-08,5.23773449e-05,0.00031366605,2.17437919e-06,108.7214514,102.31666080000001,3.2410461500000004e-08,7.3436544,0.000482225781,0.011157291150000002,6.340028949999999e-05,3.28726834e-06,0.00031571371999999996,0.00520397287,6.340028949999999e-05,3.28726834e-06,0.011044275300000002,3.6699146,6.340028949999999e-05,3.28726834e-06,0.00014265840899999998,0.044260774850000004,6.340028949999999e-05,3.28726834e-06,0.011023768649999998,2.96826391e-07,0.00012182110329999997,-0.4631974250999999,2.7471588659429997,-0.00894676093,-0.010349804399999999,-0.010512313700000001,3.3081189200000006e-06,6.25424599e-05
113,1685208600,0.000651285139,0.000772785065,0.01693188736,-1.2949228599999998,0.039976218699999996,0.023664464399999998,0.028050856800000003,0.0228756982,1.092953174e-05,0.00033875222899999995,0.000121576528,4.70317634e-09,5.702824609999999e-09,7.73155895e-09,9.4122051e-09,1.581740216e-08,1.9451836800000002e-08,8.0201484e-08,1.804586385e-05,0.000305262669,2.09376157e-06,111.8578012,105.127073,2.9587948500000002e-08,7.4641480200000005,0.000466613692,0.010409634599999999,5.791155e-05,2.6897763199999997e-06,0.00020932361099999997,0.0022655944000000003,5.791155e-05,2.6897763199999997e-06,0.01105142745,3.67465623,5.791155e-05,2.6897763199999997e-06,0.00014670494,0.046080753099999996,5.791155e-05,2.6897763199999997e-06,0.011027978800000001,2.3111620400000004e-07,0.00012184809200000001,-0.1605992986,2.008923701,-0.00883189235,-0.010377041700000002,-0.010532061700000001,2.69755561e-06,5.83361864e-05
