StationID,TimeStamp,magn@var,magn@power,magn@skew,magn@kurt,magn@abs_max,magn@abs_mean,magn@abs_max_top5p,magn@abs_max_top10p,magn@energy_sstd,magn@energy_smax,magn@power_0_5,magn@power_5_10,magn@power_10_15,magn@power_15_20,magn@power_20_25,magn@power_25_30,magn@power_30_35,magn@power_35_40,magn@power_40_60,magn@power_140_160,magn@power_other,magn@frequency_center,magn@mean_square_frequency,magn@variance_frequency,magn@frequency_entropy,magn@level4d_abs_mean,magn@level4d_energy,magn@level4d_energy_smax,magn@level4d_energy_sstd,magn@level5d_abs_mean,magn@level5d_energy,magn@level5d_energy_smax,magn@level5d_energy_sstd,magn@level6a_abs_mean,magn@level6a_energy,magn@level6a_energy_smax,magn@level6a_energy_sstd,magn@level6d_abs_mean,magn@level6d_energy,magn@level6d_energy_smax,magn@level6d_energy_sstd,magn@ulf_abs_mean,magn@ulf_var,magn@ulf_power,magn@ulf_skew,magn@ulf_kurt,magn@ulf_abs_max,magn@ulf_abs_max_top5p,magn@ulf_abs_max_top10p,magn@ulf_energy_sstd,magn@ulf_energy_smax
113,1684598400,0.0009884869079999999,0.001108433585,-0.07681646169999999,-0.943872515,0.0517140779,0.027607229699999996,0.039526206800000005,0.03146346060000001,1.62543051e-05,0.00048513656399999997,0.0001199799678,3.98564395e-09,5.928431989999999e-09,7.97863846e-09,9.8984851e-09,1.3669305800000001e-08,2.94050898e-08,6.369522880000001e-08,0.0001224840855,0.00036886635300000003,2.7236703400000003e-06,107.152784,100.71365269999998,4.0722198100000004e-08,7.08223294,0.000524605388,0.0133011141,5.3916961199999995e-05,1.98715493e-06,0.000509365546,0.01125142974,5.3916961199999995e-05,1.98715493e-06,0.010979794800000001,3.6327103899999997,5.3916961199999995e-05,1.98715493e-06,0.00014190264,0.0599671812,5.3916961199999995e-05,1.98715493e-06,0.01094891405,1.323233674e-07,0.000120011574,0.030977657600000003,0.20502579481000005,-0.0093886815,-0.010349244050000001,-0.010485903100000003,1.90978756e-06,5.22057988e-05
113,1684599000,0.0008973389259999999,0.001017507645,-0.004206140829999999,-1.17696135,0.047851460199999994,0.026960270799999998,0.03558858610000001,0.030300925200000002,1.3999974499999998e-05,0.00043659139399999995,0.00012020511170000002,4.59869541e-09,7.1138714e-09,6.845672640000001e-09,1.018124997e-08,1.8638424799999998e-08,2.0224837000000002e-08,6.957012500000001e-08,7.66215664e-05,0.00036913828,2.73233454e-06,109.090162,104.75818589999999,3.7693711800000004e-08,7.134910070000001,0.000513739379,0.01251695175,5.28213661e-05,2.0134048499999997e-06,0.00040607115199999997,0.007303238520000001,5.28213661e-05,2.0134048499999997e-06,0.0109946219,3.63419137,5.28213661e-05,2.0134048499999997e-06,0.00013521635999999999,0.04647843062,5.28213661e-05,2.0134048499999997e-06,0.01096283865,1.424668686e-07,0.0001203266853,0.34683804653999994,5.9885901674,-0.008521388048000001,-0.01034049215,-0.010486971299999998,1.99763311e-06,5.262556330000001e-05
113,1684599600,0.000730629197,0.0008500674879999999,0.033323641939999996,-1.11561661,0.04308881530000001,0.0244788521,0.0329635058,0.025425776599999998,1.4691792990000002e-05,0.0003665769079999999,0.00011947598459999998,3.72141587e-09,5.647108910000001e-09,7.85963261e-09,9.8058018e-09,1.9826036500000002e-08,2.34229075e-08,6.48007447e-08,5.487249116999999e-05,0.00030737358,2.8919574199999997e-06,110.9360709,101.6456848,3.211947169999999e-08,7.159826430000001,0.000478372808,0.01104375535,5.2881185e-05,2.0523305700000004e-06,0.000331660752,0.00540126211,5.2881185e-05,2.0523305700000004e-06,0.01095321,3.60405852,5.2881185e-05,2.0523305700000004e-06,0.0001371289864,0.04072225189999999,5.2881185e-05,2.0523305700000004e-06,0.010928774249999999,1.5847771900000004e-07,0.00011959759480000001,0.15957745980000002,1.9126023594,-0.00875650037,-0.0102875247,-0.010445702550000002,2.0360052299999998e-06,5.26284189e-05
113,1684600200,0.000739219408,0.000858449235,-0.0034429936100000003,-1.2253652800000001,0.04357633079999999,0.0248271817,0.031125950200000002,0.0260632954,1.4964853349999998e-05,0.00038222695,0.00011926447540000001,3.8283306e-09,5.8872740000000005e-09,6.117795550000001e-09,8.20150383e-09,1.418210745e-08,1.7466683700000004e-08,7.130578049999999e-08,3.803220419999999e-05,0.000328273809,3.1403702500000003e-06,108.08676500000001,105.4525885,3.2391858e-08,7.2480449700000005,0.00048315393299999996,0.01109070055,5.345612840000001e-05,1.98191822e-06,0.000288168522,0.0040218180999999995,5.345612840000001e-05,1.98191822e-06,0.010955740500000002,3.62668677,5.345612840000001e-05,1.98191822e-06,0.0001504073194,0.07570757850000001,5.345612840000001e-05,1.98191822e-06,0.01091992165,1.287714629e-07,0.00011937389,0.043930719554,0.5461447914,-0.0091314506,-0.0103234723,-0.0104586684,1.9383104299999997e-06,5.21387975e-05
113,1684600800,0.000938542535,0.00105806993,0.011969340710000002,-1.1861855600000002,0.0480014662,0.0275328768,0.037126133400000004,0.0307509377,2.0960897e-05,0.0004698108999999999,0.00011956166650000002,3.822847379999999e-09,5.06331968e-09,5.902964410000001e-09,9.5664516e-09,1.366421195e-08,1.9382616950000002e-08,7.411443190000001e-08,7.41361684e-05,0.000391898701,3.0661583800000006e-06,107.0209623,107.3414013,3.90009517e-08,7.207285709999999,0.000531322729,0.013280181899999998,5.419702050000001e-05,2.0439824599999997e-06,0.00036568469999999993,0.00715033975,5.419702050000001e-05,2.0439824599999997e-06,0.0109801482,3.64846864,5.419702050000001e-05,2.0439824599999997e-06,0.000155879014,0.0831611222,5.419702050000001e-05,2.0439824599999997e-06,0.01093015215,1.30537184e-07,0.00011959898459999998,0.0404531078,0.13277021320000001,-0.009410351,-0.0103354815,-0.010465930299999999,1.94763896e-06,5.247301640000001e-05
113,1684601400,0.0009697811859999999,0.0010891346900000001,0.03666767626999999,-1.05089443,0.050889052700000006,0.0276241479,0.0404262336,0.031500961400000006,1.4856604150000001e-05,0.00046316185200000003,0.0001193895525,3.8239411499999995e-09,5.4360567099999996e-09,6.048653269999999e-09,9.13113617e-09,1.3411686399999999e-08,2.0247221300000002e-08,7.08058579e-08,0.00010592166650000001,0.000376223223,2.5724672e-06,105.50266359999998,102.85205450000001,4.003877459999999e-08,7.11317955,0.0005342724220000001,0.013324983399999999,5.25609117e-05,2.03724009e-06,0.00047650513699999995,0.01006008766,5.25609117e-05,2.03724009e-06,0.010960443099999998,3.6243472100000007,5.25609117e-05,2.03724009e-06,0.00015564923699999997,0.07232970353,5.25609117e-05,2.03724009e-06,0.010924555499999999,1.33695827e-07,0.00011948049570000001,0.05804871527000001,0.0912201645,-0.009477820449999999,-0.01031960995,-0.0104576912,2.00541103e-06,5.22726699e-05
113,1684602000,0.0009682823739999999,0.0010875578000000001,0.09114209020000001,-0.676072961,0.057864266,0.026982810999999995,0.0453388839,0.032776000900000005,3.219931710000001e-05,0.000493504854,0.00011930954250000002,3.7582420100000005e-09,5.158953610000001e-09,5.792790509999999e-09,8.97015892e-09,1.3853711800000002e-08,1.9733018099999996e-08,6.973428100000002e-08,0.000142762626,0.000338612532,2.5858608e-06,105.47114590000001,96.89816359999999,3.99387582e-08,7.143405580000001,0.0005327840120000001,0.013545448800000002,5.37499453e-05,2.02179873e-06,0.000540214513,0.0132738422,5.37499453e-05,2.02179873e-06,0.010965519549999999,3.63916317,5.37499453e-05,2.02179873e-06,0.0001531286204,0.08123448278999999,5.37499453e-05,2.02179873e-06,0.01092062285,1.282346555e-07,0.0001193884177,0.042554675458,0.12546207317,-0.009505603599999999,-0.010329788999999999,-0.010464057799999999,1.9594857500000002e-06,5.22413336e-05
113,1684602600,0.000703541794,0.000823038451,0.0205074165,-1.2093022699999998,0.0471389387,0.024366994,0.0304509298,0.024150736800000003,1.315935605e-05,0.000363527377,0.0001195671028,3.971175699999999e-09,5.40409472e-09,5.51722347e-09,1.3338628099999998e-08,1.39770881e-08,2.1611886200000002e-08,6.75914311e-08,3.46482551e-05,0.000314351917,2.5656481699999997e-06,109.35890549999999,104.48694359999999,3.11870309e-08,7.34861358,0.00047262825,0.0107079565,5.7227827500000007e-05,2.53547331e-06,0.000280898026,0.0037595643399999995,5.7227827500000007e-05,2.53547331e-06,0.010960691600000001,3.62003883,5.7227827500000007e-05,2.53547331e-06,0.000156592621,0.05697041773,5.7227827500000007e-05,2.53547331e-06,0.0109337278,2.1666640360000005e-07,0.00011976495759999999,-0.41678189429999996,3.2120183083000002,-0.008828513159999999,-0.0102893846,-0.010439382049999998,2.54001133e-06,5.637415150000001e-05
113,1684603200,0.0007979765870000001,0.000917113397,0.0831376441,-0.9363461799999999,0.0483389757,0.0253241548,0.03851367540000001,0.027225831,1.274804825e-05,0.00039409960100000006,0.00011917114480000002,3.67167729e-09,5.228807440000001e-09,5.5662439700000005e-09,9.647362759999999e-09,1.4267990800000001e-08,1.6577285200000002e-08,7.419321860000001e-08,6.822382649999999e-05,0.000328075143,2.5247573100000007e-06,102.30998740000001,102.19744599999999,3.43503121e-08,7.24325778,0.0004939320020000001,0.011749413750000002,5.30991671e-05,2.00258818e-06,0.00039036933499999996,0.006693737520000001,5.30991671e-05,2.00258818e-06,0.010942472,3.6073169399999996,5.30991671e-05,2.00258818e-06,0.0001464153925,0.059423130299999995,5.30991671e-05,2.00258818e-06,0.010914903600000001,1.30618589e-07,0.00011926673849999998,-0.01145948132,0.1042312175,-0.0095028092,-0.010323236700000002,-0.01045583575,1.9444976700000004e-06,5.256613580000001e-05
113,1684603800,0.0008714969140000001,0.0009915108690000001,0.0775127184,-0.974438674,0.055201684699999996,0.026477048599999997,0.04042623360000001,0.028388367200000004,1.5578522499999998e-05,0.0004425291939999999,0.00012004760119999999,3.4751509700000003e-09,4.95681549e-09,5.67096576e-09,8.47372295e-09,1.2614089799999999e-08,1.94330986e-08,6.90826666e-08,6.105377370000001e-05,0.000371864264,2.6640656799999996e-06,108.4142308,106.54261879999999,3.681671020000001e-08,7.185143739999999,0.000512527596,0.012535591149999997,5.39342069e-05,1.9829800400000003e-06,0.000364908474,0.00592526358,5.39342069e-05,1.9829800400000003e-06,0.010987784,3.6352245000000005,5.39342069e-05,1.9829800400000003e-06,0.0001373197122,0.04989239574,5.39342069e-05,1.9829800400000003e-06,0.01095111935,1.2697140450000002e-07,0.00012005420960000001,-0.043446619799999996,0.23954063094999997,-0.00941975955,-0.010369097599999998,-0.01049903675,1.9428993899999998e-06,5.2891326300000006e-05
